name,author,rating,total_review,type,current_price,first_price,book_url,asin
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023),Part of: Computer Programming (28 books),5.0,123,Paperback,36.99,36.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0903029O1FVHGNGEA84&qualifier=1675411657&id=6087892520259488&widgetName=sp_atf_next&url=%2FPython-Programming-SQL-Beginner-Advanced%2Fdp%2FB0BRYWKKVJ%2Fref%3Dsr_1_50_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-50-spons%26psc%3D1,B0BRYWKKVJ
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL",Walter Shields,4.6,1377,Paperback,22.49,24.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A033089710N1H97AT5DFJ&qualifier=1675411657&id=6087892520259488&widgetName=sp_atf_next&url=%2FSQL-QuickStart-Guide-Simplified-Manipulating%2Fdp%2F1945051752%2Fref%3Dsr_1_51_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-51-spons%26psc%3D1,1945051752
"Microsoft Office 365 for Beginners: The Ultimate Guide to Using Office Like a Pro (Includes Excel, Word, PowerPoint, OneNote, Access, Outlook, SharePoint, Publisher, Teams, and OneDrive)",Eric Walker,5.0,669,Paperback,24.95,24.95,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0878066MQG0MAATZ1JJ&qualifier=1675411657&id=6087892520259488&widgetName=sp_atf_next&url=%2FMicrosoft-Office-365-Beginners-PowerPoint%2Fdp%2FB0BRZ4GBMX%2Fref%3Dsr_1_52_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-52-spons%26psc%3D1,B0BRZ4GBMX
Effective SQL: 61 Specific Ways to Write Better SQL (Effective Software Development Series),Part of: Effective Software Development (13 books),4.4,17,Kindle,26.99,35.99,https://www.amazon.com//Effective-SQL-Specific-Software-Development-ebook/dp/B01MZ75IW5/ref=sr_1_53?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-53,B01MZ75IW5
"Mastering Oracle SQL, 2nd Edition",Sanjay Mishra,4.5,90,Paperback,33.99,49.99,https://www.amazon.com//Mastering-Oracle-SQL-Sanjay-Mishra/dp/0596006322/ref=sr_1_54?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-54,0596006322
"Joe Celko's Data, Measurements and Standards in SQL (Morgan Kaufmann Series in Data Management Systems)",Part of: The Morgan Kaufmann Series in Data Management Systems (8 books),4.3,4,Kindle,10.48,39.99,https://www.amazon.com//Measurements-Standards-Kaufmann-Management-Systems-ebook/dp/B004KA9VH4/ref=sr_1_55?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-55,B004KA9VH4
PHP & MySQL: Server-side Web Development,Jon Duckett,4.9,363,Paperback,26.99,45.00,https://www.amazon.com//PHP-MySQL-Server-side-Web-Development/dp/1119149223/ref=sr_1_56?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-56,1119149223
"Learn SQL Quickly: A Beginner’s Guide to Learning SQL, Even If You’re New to Databases (Crash Course With Hands-On Project)",Book 4 of 5: Crash Course With Hands-On Project,4.6,174,Paperback,14.89,17.61,https://www.amazon.com//Learn-SQL-Quickly-Beginners-Hands/dp/1951791789/ref=sr_1_57?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-57,1951791789
SQL: 3 Books in 1: Learn SQL Basics for Beginners + Build Complex SQL Queries + Advanced SQL Query Optimization Techniques,Collects books from: SQL,4.6,11,Audible Audiobook,0.00,21.70,https://www.amazon.com//SQL-Beginners-Advanced-Optimization-Techniques/dp/B09HFRS7P3/ref=sr_1_58?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-58,B09HFRS7P3
Sams Teach Yourself Transact-SQL in 21 Days,Lowell Mauer,4.1,19,Paperback,44.99,44.99,https://www.amazon.com//Sams-Teach-Yourself-Transact-SQL-Days/dp/0672319675/ref=sr_1_59?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-59,0672319675
T-SQL Querying (Developer Reference),Part of: Developer Reference (71 books),4.7,215,Paperback,59.99,59.99,https://www.amazon.com//T-SQL-Querying-Developer-Reference-Ben-Gan/dp/0735685045/ref=sr_1_60?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-60,0735685045
"Microsoft Power BI Cookbook: Gain expertise in Power BI with over 90 hands-on recipes, tips, and use cases, 2nd Edition",Greg Deckler,4.6,60,Paperback,51.99,51.99,https://www.amazon.com//Microsoft-Power-Cookbook-expertise-hands/dp/1801813043/ref=sr_1_61?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-61,1801813043
"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python",Gilit Saporta,4.6,31,Paperback,43.49,59.99,https://www.amazon.com//Practical-Fraud-Prevention-Analytics-eCommerce/dp/1492093327/ref=sr_1_62?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-62,1492093327
Getting Started with SQL: A Hands-On Approach for Beginners,Thomas Nield,4.3,192,Paperback,27.49,33.99,https://www.amazon.com//Getting-Started-SQL-Hands-Beginners/dp/1491938617/ref=sr_1_63?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-63,1491938617
Learn SQL in a weekend: The definitive guide for creating and querying databases,Part of: Aprende en un fin de semana (2 books),4.4,21,Paperback,8.99,8.99,https://www.amazon.com//Learn-SQL-weekend-definitive-databases/dp/B08SPM81J3/ref=sr_1_64?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-64,B08SPM81J3
Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials,Leonard J. Ledger,4.3,1383,Paperback,18.77,19.97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02966671HIW0U1WCSPCQ&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FExcel-2022-Microsoft-step-step%2Fdp%2FB09X4YHJLW%2Fref%3Dsr_1_65_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-65-spons%26psc%3D1,B09X4YHJLW
Python for Beginners: The Biggest Python Programming Crash Course for Beginners | Learn Python Coding Like a PRO in 7 Days! + Hands-On Workbook,PROGRAMMING LANGUAGES ACADEMY,4.4,293,Paperback,19.95,19.95,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03959322M6J10QXWM1UL&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FPython-Beginners-Books-Programming-Workbook%2Fdp%2F1654414018%2Fref%3Dsr_1_66_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-66-spons%26psc%3D1,1654414018
"The Microsoft Office 365 Bible: The Most Updated and Complete Guide to Excel, Word, PowerPoint, Outlook, OneNote, OneDrive, Teams, Access, and Publisher from Beginners to Advanced",James Holler,5.0,699,Paperback,24.35,27.97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0093338210FC9ZM95F8G&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FMicrosoft-Office-365-Bible-PowerPoint%2Fdp%2FB0BPGMWG6L%2Fref%3Dsr_1_67_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-67-spons%26psc%3D1,B0BPGMWG6L
Python Programming for Beginners: 2 Books in 1 - The Ultimate Step-by-Step Guide To Learn Python Programming Quickly with Practical Exercises,Part of: Computer Programming (28 books),4.7,199,Paperback,21.99,21.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0169332PEP6HAD33SM2&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FPython-Programming-Beginners-Step-Step%2Fdp%2FB0B7QPFY8K%2Fref%3Dsr_1_68_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-68-spons%26psc%3D1,B0B7QPFY8K
"Sql: Tips and Tricks to Learn SQL Programming quickly and efficiently( SQL Development, SQL Programming, Learn SQL Fast, Programming Book-2)",Mr Daniel Jones,4.6,3,Paperback,15.38,15.38,https://www.amazon.com//Sql-Programming-quickly-efficiently-Development/dp/1544005075/ref=sr_1_69?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-69,1544005075
"Snowflake: The Definitive Guide: Architecting, Designing, and Deploying on the Snowflake Data Cloud",Joyce Avila,4.4,10,Paperback,69.99,79.99,https://www.amazon.com//Snowflake-Definitive-Architecting-Designing-Deploying/dp/1098103823/ref=sr_1_70?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-70,1098103823
SOLVING BUSINESS PROBLEMS USING SQL: A DEFINITIVE GUIDE FOR BEGINNERS WHO WANT TO BE PROFICIENT IN DATABASE DESIGN AND WRITING SQL,Hafizur Rahman,4.8,16,Paperback,24.99,24.99,https://www.amazon.com//SOLVING-BUSINESS-PROBLEMS-USING-SQL/dp/1795478292/ref=sr_1_71?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-71,1795478292
"Creating Data-Driven Web Sites: An Introduction to HTML, CSS, PHP, and MySQL",Bob Terrell,2.6,5,Kindle,29.95,49.95,https://www.amazon.com//Creating-Data-Driven-Web-Sites-Introduction-ebook/dp/B07PFG2LWV/ref=sr_1_72?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-72,B07PFG2LWV
"Practical Database Auditing for Microsoft SQL Server and Azure SQL: Troubleshooting, Regulatory Compliance, and Governance",Josephine Bush,,0,Paperback,46.17,49.99,https://www.amazon.com//Practical-Database-Auditing-Microsoft-Server/dp/1484286332/ref=sr_1_73?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-73,1484286332
Python and Sql Programming: This book includes : “ Python Coding and Sql Coding for beginners “,Tony Coding,4.3,116,Paperback,19.90,19.90,https://www.amazon.com//Python-Sql-Programming-Coding-beginners/dp/B084QLM6L4/ref=sr_1_74?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-74,B084QLM6L4
SQL For Dummies (For Dummies (Computer/Tech)),Allen G. Taylor,4.4,179,Paperback,30.21,34.99,https://www.amazon.com//SQL-Dummies-Computer-Tech/dp/1119527074/ref=sr_1_75?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-75,1119527074
Microsoft Access Projects with Microsoft SQL Server,Ralf Albrecht,3.4,5,Paperback,,,https://www.amazon.com//Microsoft-Access-Projects-Server-Programming/dp/0735610029/ref=sr_1_76?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-76,0735610029
Beginning DAX with Power BI: The SQL Pro’s Guide to Better Business Intelligence,Philip Seamark,4.2,67,Paperback,27.99,54.99,https://www.amazon.com//Beginning-DAX-Power-BI-Intelligence/dp/1484234766/ref=sr_1_77?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-77,1484234766
SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,4.7,62,Paperback,32.49,50.00,https://www.amazon.com//SQL-Data-Scientists-Beginners-Building/dp/1119669367/ref=sr_1_78?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-78,1119669367
SQL Queries 2012 Joes 2 Pros® Volume 2: The SQL Query Techniques Tutorial for SQL Server 2012 (SQL Exam Prep Series 70-461 Volume 2 of 5),Book 2 of 5: SQL Queries 2012 Joes 2 Pros,4.4,40,Kindle,9.99,9.99,https://www.amazon.com//SQL-Queries-2012-Joes-Pros%C2%AE-ebook/dp/B00B6T9IW0/ref=sr_1_79?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-79,B00B6T9IW0
Murach's SQL Server 2019 for Developers,Joel Murach,4.6,386,Paperback,59.50,59.50,https://www.amazon.com//Murachs-SQL-Server-2019-Developers/dp/1943872570/ref=sr_1_80?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-80,1943872570
Learn PostgreSQL: Build and manage high-performance database solutions using PostgreSQL 12 and 13,Luca Ferrari,4.4,33,Paperback,44.99,44.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0442343JQ0HZWIZGIWJ&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FLearn-PostgreSQL-high-performance-database-solutions%2Fdp%2F183898528X%2Fref%3Dsr_1_81_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-81-spons%26psc%3D1,183898528X
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,Matt Goldwasser,4.4,235,Paperback,27.88,79.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0118292IQLTSN5YA5PV&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FSQL-Data-Analytics-efficient-analysis%2Fdp%2F1789807352%2Fref%3Dsr_1_82_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-82-spons%26psc%3D1,1789807352
SQL [6 BOOKS in 1]: The Ultimate Beginner to Advanced Guide to Master SQL Quickly with Step-by-Step Practical Examples | Includes Interview Questions & Answers,Liam DeSantis,4.9,154,Paperback,21.99,21.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A086349413ABNTIF999YH&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FSQL-BOOKS-Step-Step-Practical%2Fdp%2FB0BRQDYFL7%2Fref%3Dsr_1_83_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-83-spons%26psc%3D1,B0BRQDYFL7
"Microsoft Office 365: 11-In-1: The Definitive Illustrated Microsoft Office Guide. Master the Secrets of Word, Excel, Outlook, PowerPoint, Access, Teams, OneNote and OneDrive in Less Than 7 Days",Damon J. Burns,5.0,326,Paperback,19.99,19.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04559671DGHJEA2HYCFF&qualifier=1675411657&id=6087892520259488&widgetName=sp_mtf&url=%2FMicrosoft-Office-365-11-Illustrated%2Fdp%2FB0BP41763H%2Fref%3Dsr_1_84_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-84-spons%26psc%3D1,B0BP41763H
OCA Oracle Database SQL Exam Guide (Exam 1Z0-071) (Oracle Press),Part of: Oracle Press (135 books),4.5,187,Paperback,65.00,65.00,https://www.amazon.com//Oracle-Database-Guide-1Z0-071-Press/dp/1259585492/ref=sr_1_85?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-85,1259585492
SQL in easy steps,Part of: In Easy Steps (204 books),4.5,77,Paperback,15.99,15.99,https://www.amazon.com//SQL-easy-steps-Mike-McGrath/dp/1840789026/ref=sr_1_86?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-86,1840789026
CSS (with HTML5): Learn CSS in One Day and Learn It Well. CSS for Beginners with Hands-on Project. Includes HTML5. (Learn Coding Fast with Hands-On Project Book 2),Book 2 of 7: Learn Coding Fast with Hands-On Project,4.5,365,Kindle,2.99,2.99,https://www.amazon.com//CSS-HTML5-Beginners-Hands-Project-ebook/dp/B00UI2QHQG/ref=sr_1_87?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-87,B00UI2QHQG
"Microsoft SQL Server 2016 Reporting Services, Fifth Edition",Brian Larson,4.2,95,Paperback,39.70,60.00,https://www.amazon.com//Microsoft-Server-Reporting-Services-Fifth/dp/1259641503/ref=sr_1_88?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-88,1259641503
Building Performance Dashboards and Balanced Scorecards with SQL Server Reporting Services,Christopher Price,3.5,6,Paperback,,,https://www.amazon.com//Building-Performance-Dashboards-Scorecards-Reporting/dp/111864719X/ref=sr_1_89?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-89,111864719X
SQL the One: Microsoft SQL Server Interview Guide,Uday Arumilli,4.5,243,Paperback,17.05,17.05,https://www.amazon.com//SQL-One-Microsoft-Server-Interview/dp/1946390976/ref=sr_1_90?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-90,1946390976
Microsoft Access SQL Comprehensive: version 2010,Dr. Pindaro Epaminonda Demertzoglou,4.6,17,Paperback,44.95,44.95,https://www.amazon.com//Microsoft-Access-SQL-Comprehensive-version/dp/0988330008/ref=sr_1_91?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-91,0988330008
Beginning T-SQL: A Step-by-Step Approach,Kathi Kellenberger,4.7,25,Paperback,22.50,44.99,https://www.amazon.com//Beginning-T-SQL-Step-Step-Approach/dp/1484266056/ref=sr_1_92?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-92,1484266056
SQL Design Patterns: The Expert Guide to SQL Programming (IT In-Focus),Vadim Tropashko,3.5,12,Paperback,49.95,49.95,https://www.amazon.com//SQL-Design-Patterns-Programming-Focus/dp/0977671542/ref=sr_1_93?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-93,0977671542
"Business Intelligence with Databricks SQL: Concepts, tools, and techniques for scaling business intelligence on the data lakehouse",Vihag Gupta,4.1,14,Paperback,44.99,44.99,https://www.amazon.com//Business-Intelligence-Databricks-SQL-intelligence/dp/1803235330/ref=sr_1_94?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-94,1803235330
SQL: Guía completa para principiantes de la programación SQL con ejercicios y estudios de casos (Libro En Espanol/SQL Spanish Book Version),Paige Jacobs,3.6,17,Audible Audiobook,0.00,13.00,https://www.amazon.com//SQL-completa-principiantes-programaci%C3%B3n-ejercicios/dp/B07SBFNK5W/ref=sr_1_95?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-95,B07SBFNK5W
"Language of SQL, The",Larry Rockoff,5.0,2,Paperback,23.99,29.99,https://www.amazon.com//Language-SQL-Larry-Rockoff/dp/013763269X/ref=sr_1_96?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-96,013763269X
"Trino: The Definitive Guide: SQL at Any Scale, on Any Storage, in Any Environment",Matt Fuller,4.7,7,Paperback,41.08,69.99,https://www.amazon.com//Trino-Definitive-Guide-Storage-Environment/dp/1098107713/ref=sr_1_97?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-97,1098107713
SQL Injection Attacks and Defense,Justin Clarke,4.4,31,Paperback,44.96,59.95,https://www.amazon.com//Injection-Attacks-Defense-Justin-Clarke/dp/1597499633/ref=sr_1_98?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-98,1597499633
Oracle PL/SQL Programming: Covers Versions Through Oracle Database 12c,Steven Feuerstein,4.7,114,Paperback,53.19,79.99,https://www.amazon.com//Oracle-PL-SQL-Programming-Versions/dp/1449324452/ref=sr_1_99?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-99,1449324452
Practical SQL: A Beginner's Guide to Storytelling with Data,Anthony DeBarros,4.6,257,Paperback,,,https://www.amazon.com//Practical-SQL-Beginners-Guide-Storytelling/dp/1593278276/ref=sr_1_100?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-100,1593278276
Murach's MySQL (3rd Edition),Joel Murach,4.6,398,Paperback,57.50,57.50,https://www.amazon.com//Murachs-MySQL-3rd-Joel-Murach/dp/1943872368/ref=sr_1_101?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-101,1943872368
The Art of SQL,Stephane Faroult,4.6,66,Paperback,0.00,0.00,https://www.amazon.com//Art-SQL-Stephane-Faroult/dp/0596008945/ref=sr_1_102?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-102,0596008945
Optimizing Databricks Workloads: Harness the power of Apache Spark in Azure and maximize the performance of modern big data workloads,Anirudh Kala,4.3,16,Paperback,41.99,41.99,https://www.amazon.com//Optimizing-Databricks-Workloads-performance-workloads/dp/1801819076/ref=sr_1_103?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-103,1801819076
Pro Power BI Desktop: Self-Service Analytics and Data Visualization for the Power User,Adam Aspin,4.1,26,Paperback,34.99,69.99,https://www.amazon.com//Pro-Power-Desktop-Self-Service-Visualization/dp/1484257626/ref=sr_1_104?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-104,1484257626
"Language of SQL, The (Learning)",Larry Rockoff,4.6,84,Paperback,29.99,29.99,https://www.amazon.com//Language-SQL-Learning-Larry-Rockoff/dp/0134658256/ref=sr_1_105?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-105,0134658256
Advanced MySQL 8: Discover the full potential of MySQL and ensure high performance of your database,Eric Vanier,3.9,16,Kindle,17.84,28.99,https://www.amazon.com//Mastering-MySQL-Discover-potential-performance-ebook/dp/B07CSLK8YY/ref=sr_1_106?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-106,B07CSLK8YY
SQL para sobrevivir: Aprende SQL desde cero ahorrando tiempo y esfuerzo (Spanish Edition),Sergio Garrido Barrientos,4.7,19,Paperback,9.46,9.46,https://www.amazon.com//SQL-para-sobrevivir-ahorrando-esfuerzo/dp/B0948LNWY8/ref=sr_1_107?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-107,B0948LNWY8
"SQL Antipatterns, Volume 1: Avoiding the Pitfalls of Database Programming",Bill Karwin,5.0,2,Paperback,46.84,46.84,https://www.amazon.com//SQL-Antipatterns-Avoiding-Pitfalls-Programming/dp/1680508989/ref=sr_1_108?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411657&sprefix=sql+b%2Caps%2C498&sr=8-108,1680508989
"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",Mark Reed,4.5,284,Paperback,24.69,25.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0395761SHIIOI59JVWD&qualifier=1675411670&id=4617796321111073&widgetName=sp_atf_next&url=%2FSQL-Intermediate-Programming-Practical-Exercises%2Fdp%2FB0B5MM3RMK%2Fref%3Dsr_1_97_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411670%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-97-spons%26psc%3D1,B0B5MM3RMK
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023),Part of: Computer Programming (28 books),5.0,123,Paperback,36.99,36.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0903029O1FVHGNGEA84&qualifier=1675411670&id=4617796321111073&widgetName=sp_atf_next&url=%2FPython-Programming-SQL-Beginner-Advanced%2Fdp%2FB0BRYWKKVJ%2Fref%3Dsr_1_98_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411670%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-98-spons%26psc%3D1,B0BRYWKKVJ
